epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,78.8552,1.28811,0.85393,1.19466,0.71437,0.83442,0.86414,0.56417,1.3373,0.83173,1.19846,0.000419965,0.000419965,0.000419965
16,83.8721,1.23605,0.82371,1.14842,0.81871,0.73073,0.85977,0.58173,1.34051,0.83304,1.2111,0.000417463,0.000417463,0.000417463
17,88.9104,1.24239,0.82358,1.15883,0.8366,0.74267,0.86549,0.57183,1.34579,0.80244,1.21003,0.00041496,0.00041496,0.00041496
18,93.9175,1.2115,0.78284,1.1318,0.79441,0.78657,0.87866,0.5842,1.34119,0.76803,1.2219,0.000412457,0.000412457,0.000412457
19,98.9558,1.19481,0.79605,1.1549,0.67625,0.80826,0.84837,0.56126,1.34869,0.77602,1.22084,0.000409955,0.000409955,0.000409955
20,103.904,1.19916,0.83562,1.17095,0.79886,0.79696,0.85176,0.59337,1.23173,0.75053,1.20264,0.000407453,0.000407453,0.000407453
21,108.886,1.14895,0.75937,1.13251,0.81769,0.82315,0.86742,0.61699,1.23574,0.71475,1.19371,0.00040495,0.00040495,0.00040495
22,113.915,1.17275,0.75095,1.13465,0.8217,0.74121,0.87453,0.61148,1.23254,0.75978,1.19493,0.000402447,0.000402447,0.000402447
23,118.881,1.15847,0.74112,1.11711,0.78269,0.70482,0.85782,0.59612,1.21513,0.79449,1.19754,0.000399945,0.000399945,0.000399945
24,123.892,1.17962,0.74528,1.14631,0.79475,0.85246,0.85698,0.57315,1.22973,0.70459,1.20888,0.000397443,0.000397443,0.000397443
25,128.846,1.14515,0.7061,1.115,0.77338,0.83307,0.8664,0.59468,1.28972,0.70514,1.2141,0.00039494,0.00039494,0.00039494
26,133.799,1.12439,0.71125,1.10515,0.79029,0.84387,0.87689,0.61255,1.2727,0.72623,1.21102,0.000392438,0.000392438,0.000392438
27,138.807,1.18001,0.72411,1.13182,0.84218,0.83396,0.88172,0.60127,1.28994,0.76536,1.20506,0.000389935,0.000389935,0.000389935
28,143.806,1.12348,0.69368,1.1013,0.82826,0.86397,0.89168,0.59441,1.27894,0.71873,1.21189,0.000387433,0.000387433,0.000387433
29,148.782,1.1256,0.68407,1.10296,0.80718,0.85212,0.88501,0.57544,1.36539,0.73913,1.22711,0.00038493,0.00038493,0.00038493
30,153.78,1.11631,0.68999,1.09849,0.78322,0.82075,0.85316,0.58878,1.36102,0.76758,1.22628,0.000382428,0.000382428,0.000382428
31,158.733,1.09905,0.68544,1.10369,0.83935,0.82664,0.87024,0.61064,1.28704,0.75448,1.19893,0.000379925,0.000379925,0.000379925
32,163.747,1.077,0.66629,1.08867,0.83729,0.85196,0.89068,0.63505,1.2212,0.71689,1.19076,0.000377422,0.000377422,0.000377422
33,168.759,1.03857,0.64183,1.06024,0.78833,0.83443,0.86698,0.62066,1.27909,0.73923,1.21052,0.00037492,0.00037492,0.00037492
34,173.791,1.10259,0.68614,1.09999,0.78101,0.80273,0.85241,0.6114,1.26439,0.79636,1.20241,0.000372418,0.000372418,0.000372418
35,178.741,1.0543,0.65487,1.07796,0.79822,0.81173,0.84247,0.60016,1.25762,0.76641,1.20199,0.000369915,0.000369915,0.000369915
36,183.736,1.0664,0.67355,1.07948,0.81471,0.8365,0.86532,0.60928,1.24383,0.69522,1.20469,0.000367413,0.000367413,0.000367413
37,188.664,1.08429,0.6419,1.09019,0.77726,0.84699,0.86811,0.60154,1.26845,0.71315,1.19608,0.00036491,0.00036491,0.00036491
38,193.606,1.08713,0.68006,1.10542,0.77924,0.81726,0.86001,0.57329,1.3523,0.73438,1.21027,0.000362408,0.000362408,0.000362408
39,198.566,1.07265,0.67723,1.07853,0.81425,0.86294,0.86998,0.60311,1.29854,0.69336,1.19117,0.000359905,0.000359905,0.000359905
40,203.56,1.04458,0.6191,1.07331,0.84023,0.84318,0.87904,0.61867,1.25806,0.67584,1.17878,0.000357402,0.000357402,0.000357402
41,208.469,1.05477,0.63268,1.09625,0.82912,0.82652,0.87146,0.61837,1.23042,0.70055,1.19301,0.0003549,0.0003549,0.0003549
42,213.529,1.04427,0.63143,1.07626,0.85923,0.84507,0.88923,0.62207,1.29553,0.70263,1.21569,0.000352398,0.000352398,0.000352398
43,218.473,1.02302,0.61666,1.067,0.84107,0.83055,0.8724,0.62051,1.26874,0.73442,1.2416,0.000349895,0.000349895,0.000349895
44,223.519,1.03701,0.65401,1.09482,0.83745,0.80377,0.86789,0.62374,1.22768,0.70988,1.22044,0.000347392,0.000347392,0.000347392
45,228.471,1.03994,0.62811,1.07096,0.8555,0.81779,0.87063,0.61804,1.23447,0.73199,1.23067,0.00034489,0.00034489,0.00034489
46,233.492,1.06464,0.64762,1.09852,0.8328,0.81583,0.86299,0.60213,1.25581,0.74772,1.22229,0.000342387,0.000342387,0.000342387
47,238.466,1.05215,0.63871,1.08528,0.84446,0.814,0.86555,0.61646,1.20674,0.73348,1.20472,0.000339885,0.000339885,0.000339885
48,243.476,1.04788,0.63285,1.07654,0.83154,0.83089,0.86166,0.63555,1.2124,0.73751,1.18178,0.000337383,0.000337383,0.000337383
49,248.546,1.03076,0.60598,1.06288,0.81703,0.82659,0.87882,0.65781,1.18262,0.71188,1.1831,0.00033488,0.00033488,0.00033488
50,253.53,1.07221,0.6173,1.09148,0.86434,0.8302,0.885,0.64302,1.29378,0.7179,1.20408,0.000332378,0.000332378,0.000332378
51,258.482,1.04059,0.60787,1.07069,0.83208,0.8549,0.88063,0.63449,1.21021,0.73552,1.22216,0.000329875,0.000329875,0.000329875
52,263.467,1.02663,0.60349,1.06298,0.77733,0.86748,0.88071,0.61646,1.33354,0.75085,1.23091,0.000327372,0.000327372,0.000327372
53,268.41,0.99778,0.59313,1.06593,0.77541,0.88674,0.88156,0.63528,1.20724,0.70739,1.20204,0.00032487,0.00032487,0.00032487
54,273.399,0.98165,0.58786,1.04512,0.81497,0.83345,0.86571,0.59251,1.28778,0.71765,1.20453,0.000322367,0.000322367,0.000322367
55,278.384,0.97339,0.57311,1.0376,0.85529,0.80998,0.87349,0.61473,1.24837,0.69704,1.21044,0.000319865,0.000319865,0.000319865
56,283.345,0.95631,0.58583,1.0366,0.84863,0.83568,0.88872,0.6135,1.35132,0.72492,1.23507,0.000317363,0.000317363,0.000317363
57,288.331,0.96373,0.5801,1.04591,0.84495,0.83324,0.87682,0.63093,1.20509,0.65871,1.19938,0.00031486,0.00031486,0.00031486
58,293.282,0.95358,0.55299,1.03032,0.80211,0.85028,0.86708,0.6202,1.25551,0.6833,1.21468,0.000312357,0.000312357,0.000312357
59,298.234,0.95922,0.561,1.04455,0.84602,0.83678,0.87587,0.63802,1.21501,0.68654,1.18772,0.000309855,0.000309855,0.000309855
60,303.177,0.94434,0.54209,1.01348,0.82943,0.85321,0.87107,0.60537,1.28814,0.73901,1.20205,0.000307353,0.000307353,0.000307353
61,308.143,0.97728,0.60547,1.06048,0.86008,0.79825,0.87634,0.63205,1.18838,0.70052,1.1925,0.00030485,0.00030485,0.00030485
62,313.124,0.91039,0.5408,1.0205,0.86715,0.82939,0.88575,0.63075,1.19725,0.69579,1.19528,0.000302347,0.000302347,0.000302347
63,318.113,0.93474,0.56415,1.04058,0.8658,0.82501,0.888,0.62519,1.20056,0.69942,1.21968,0.000299845,0.000299845,0.000299845
64,323.108,0.9251,0.56504,1.03121,0.86128,0.84365,0.88548,0.60184,1.22841,0.67865,1.19923,0.000297342,0.000297342,0.000297342
65,328.078,0.93613,0.56185,1.03735,0.87014,0.82807,0.8828,0.61348,1.20177,0.67481,1.19176,0.00029484,0.00029484,0.00029484
66,333.066,0.93912,0.56444,1.02772,0.84572,0.81942,0.87138,0.60797,1.27835,0.72826,1.22799,0.000292337,0.000292337,0.000292337
67,338.044,0.91161,0.55014,1.01361,0.83724,0.84715,0.88391,0.62846,1.23504,0.6912,1.22997,0.000289835,0.000289835,0.000289835
68,343.037,0.94274,0.53098,1.03674,0.84227,0.82585,0.88085,0.62718,1.24165,0.70658,1.22256,0.000287332,0.000287332,0.000287332
69,348.019,0.90651,0.52521,1.00324,0.86481,0.83846,0.88523,0.63705,1.18079,0.66574,1.21871,0.00028483,0.00028483,0.00028483
70,353.072,0.93999,0.57923,1.04996,0.8634,0.83665,0.89174,0.63849,1.22487,0.67567,1.22963,0.000282328,0.000282328,0.000282328
71,358.026,0.91952,0.53384,1.02763,0.84661,0.83731,0.88761,0.61913,1.22541,0.70528,1.21469,0.000279825,0.000279825,0.000279825
72,363.065,0.93988,0.55946,1.02653,0.85055,0.84967,0.89524,0.64438,1.24761,0.65402,1.19556,0.000277322,0.000277322,0.000277322
73,368.005,0.92193,0.58139,1.02033,0.86156,0.86653,0.89545,0.64593,1.19448,0.61618,1.1875,0.00027482,0.00027482,0.00027482
74,373.094,0.89597,0.52278,1.01444,0.8649,0.86974,0.90012,0.63499,1.20371,0.61338,1.1814,0.000272318,0.000272318,0.000272318
75,378.044,0.89616,0.52819,1.02002,0.81634,0.89058,0.8919,0.62655,1.21681,0.65947,1.19456,0.000269815,0.000269815,0.000269815
76,383.033,0.8941,0.52062,1.00116,0.82598,0.79275,0.86284,0.60668,1.21135,0.67866,1.20426,0.000267312,0.000267312,0.000267312
77,387.991,0.88405,0.5195,1.01064,0.82215,0.83939,0.8722,0.64952,1.18888,0.65269,1.20292,0.00026481,0.00026481,0.00026481
78,392.962,0.88481,0.53756,1.00995,0.8263,0.84091,0.8811,0.65711,1.2152,0.66137,1.20142,0.000262307,0.000262307,0.000262307
79,397.909,0.90108,0.53128,1.01913,0.83353,0.84039,0.87274,0.61685,1.2016,0.66874,1.19627,0.000259805,0.000259805,0.000259805
80,402.875,0.88333,0.50357,0.99612,0.80567,0.83566,0.87432,0.63042,1.21608,0.66364,1.19991,0.000257303,0.000257303,0.000257303
81,407.816,0.86544,0.52241,1.00572,0.85714,0.81898,0.88105,0.63755,1.21646,0.67663,1.19976,0.0002548,0.0002548,0.0002548
82,412.827,0.88889,0.52195,1.01532,0.82779,0.82587,0.86996,0.62244,1.23024,0.71057,1.2184,0.000252298,0.000252298,0.000252298
83,417.755,0.89235,0.51477,1.02551,0.81503,0.83547,0.88304,0.62312,1.24586,0.68792,1.21846,0.000249795,0.000249795,0.000249795
84,422.766,0.90543,0.52335,1.01891,0.87128,0.86371,0.89732,0.64534,1.21225,0.65449,1.2094,0.000247292,0.000247292,0.000247292
85,427.787,0.90016,0.52272,0.99474,0.83403,0.86722,0.89729,0.61978,1.2691,0.70681,1.22123,0.00024479,0.00024479,0.00024479
86,432.771,0.85008,0.48752,0.98612,0.80163,0.87768,0.89567,0.61438,1.26408,0.69314,1.21878,0.000242288,0.000242288,0.000242288
87,437.746,0.84332,0.50867,0.98104,0.84623,0.86031,0.89137,0.6166,1.20823,0.67596,1.20501,0.000239785,0.000239785,0.000239785
88,442.683,0.84076,0.48731,0.99639,0.83945,0.86803,0.88893,0.62372,1.18921,0.65027,1.20244,0.000237282,0.000237282,0.000237282
89,447.679,0.85159,0.48543,1.00283,0.86228,0.82618,0.89454,0.65544,1.20522,0.66023,1.1958,0.00023478,0.00023478,0.00023478
